SEX,DATE OF JOINING,DESIGNATION,AGE,SALARY,UNIT,LEAVES USED,RATINGS,PAST EXP
F,2010-05-04,Manager,33.0,119673,Marketing,27.0,2.0,5
F,2014-06-03,Analyst,21.0,47431,Web,22.0,3.0,0
F,2014-06-07,Analyst,23.0,48014,Marketing,15.0,2.0,0
F,2013-08-17,Analyst,22.0,49686,Management,28.0,2.0,0
F,2014-12-03,Analyst,23.0,46043,IT,26.0,2.0,1
M,2013-05-07,Analyst,25.0,46110,Management,29.0,2.0,1
F,2013-02-22,Senior Analyst,27.0,62307,Web,26.0,2.0,0
M,2014-11-18,Analyst,21.0,49627,Web,18.0,3.0,0
M,2014-04-01,Analyst,25.0,44882,Operations,28.0,3.0,2
M,2013-09-08,Manager,34.0,144573,IT,25.0,5.0,10
M,2013-01-29,Senior Manager,37.0,164773,Web,30.0,5.0,13
M,2013-06-12,Senior Analyst,26.0,67735,Marketing,27.0,5.0,0
M,2013-01-06,Analyst,23.0,44964,Marketing,26.0,3.0,0
F,2013-12-11,Analyst,21.0,41476,Marketing,30.0,2.0,0
M,2011-02-07,Associate,31.0,97830,IT,25.0,2.0,2
M,2014-04-28,Analyst,24.0,42797,Operations,26.0,3.0,1
M,2014-02-01,Analyst,22.0,43173,IT,20.0,2.0,0
F,2014-08-30,Analyst,25.0,47683,IT,29.0,4.0,3
F,2010-07-06,Senior Manager,38.0,196757,IT,21.0,4.0,7
F,2013-03-11,Analyst,23.0,42075,Operations,24.0,4.0,0
M,2014-10-11,Analyst,22.0,43353,Web,19.0,3.0,0
M,2013-11-03,Analyst,22.0,43923,Finance,19.0,4.0,0
F,2013-01-20,Analyst,24.0,43605,Operations,24.0,5.0,0
F,2013-01-22,Analyst,22.0,41262,Marketing,21.0,3.0,0
M,2013-06-14,Analyst,21.0,48056,Management,23.0,3.0,0
F,2014-03-08,Analyst,24.0,46584,Finance,15.0,3.0,1
M,2013-04-21,Analyst,21.0,42651,Finance,20.0,4.0,0
M,2013-07-31,Analyst,23.0,42465,Marketing,22.0,3.0,0
M,2013-04-15,Analyst,24.0,42453,Operations,22.0,2.0,0
M,2014-12-17,Analyst,21.0,46026,Management,23.0,3.0,0
M,2014-06-03,Analyst,24.0,49581,Management,18.0,5.0,1
F,2013-07-11,Analyst,22.0,41729,IT,27.0,5.0,0
M,2013-05-20,Senior Analyst,27.0,56977,Marketing,20.0,2.0,2
M,2012-05-07,Senior Manager,37.0,166335,Management,21.0,4.0,11
M,2010-09-24,Manager,35.0,135653,Finance,29.0,2.0,7
F,2014-06-25,Associate,30.0,98057,Management,18.0,5.0,6
M,2014-11-08,Senior Analyst,28.0,54184,Web,15.0,2.0,4
M,2014-12-01,Analyst,25.0,49953,Finance,22.0,3.0,3
F,2014-05-14,Senior Analyst,25.0,52113,Marketing,15.0,3.0,0
M,2013-07-31,Analyst,24.0,44983,Management,30.0,3.0,1
F,2015-01-23,Analyst,22.0,45057,Management,26.0,4.0,0
M,2013-06-03,Analyst,23.0,46985,Web,23.0,4.0,0
M,2014-04-07,Analyst,24.0,41846,Management,28.0,4.0,1
F,2012-01-28,Associate,32.0,79721,Marketing,24.0,5.0,6
F,2014-08-18,Analyst,23.0,45636,Marketing,25.0,4.0,1
F,2014-12-14,Analyst,24.0,41609,Management,21.0,2.0,2
F,2014-03-24,Analyst,25.0,47178,Management,24.0,3.0,2
M,2014-03-14,Analyst,23.0,40331,Finance,18.0,2.0,0
M,2014-12-24,Senior Analyst,25.0,57997,Operations,28.0,4.0,2
F,2014-04-03,Analyst,25.0,46514,Web,28.0,2.0,2
M,2013-03-08,Analyst,25.0,40140,Marketing,30.0,4.0,1
M,2013-03-08,Analyst,21.0,46116,Marketing,29.0,4.0,0
F,2014-07-03,Analyst,25.0,49111,IT,28.0,5.0,2
F,2014-09-08,Analyst,24.0,47782,Management,25.0,5.0,2
M,2014-06-20,Analyst,25.0,44022,IT,15.0,4.0,2
M,2014-02-06,Analyst,22.0,41468,Operations,18.0,3.0,0
F,2014-10-23,Analyst,21.0,40142,Web,26.0,4.0,0
F,2013-09-28,Senior Manager,37.0,151618,Marketing,16.0,3.0,10
M,2014-01-27,Senior Analyst,28.0,66022,IT,24.0,2.0,1
F,2013-05-02,Analyst,25.0,47746,IT,21.0,5.0,1
M,2013-04-10,Analyst,22.0,48101,Marketing,16.0,4.0,0
F,2013-05-20,Analyst,23.0,45028,Management,30.0,2.0,0
F,2014-05-17,Analyst,24.0,43461,IT,20.0,5.0,1
M,2014-06-18,Analyst,21.0,43726,Finance,29.0,2.0,0
M,2014-04-30,Analyst,23.0,44925,IT,21.0,2.0,0
F,2012-10-17,Senior Manager,39.0,187426,IT,21.0,5.0,13
F,2013-10-25,Analyst,22.0,47430,Operations,17.0,3.0,0
F,2014-07-03,Analyst,21.0,44312,Marketing,22.0,3.0,0
F,2014-04-09,Analyst,25.0,40271,IT,25.0,4.0,2
F,2013-04-01,Analyst,21.0,45105,Marketing,17.0,3.0,0
F,2013-12-08,Analyst,24.0,45174,Finance,18.0,5.0,1
M,2014-06-04,Analyst,24.0,49908,Web,24.0,4.0,1
F,2013-04-18,Analyst,22.0,44591,Management,15.0,4.0,0
M,2014-01-25,Analyst,22.0,40054,IT,26.0,3.0,0
F,2014-08-06,Analyst,21.0,48773,Finance,24.0,2.0,0
F,2013-07-06,Analyst,23.0,49026,Operations,30.0,4.0,0
M,2014-04-20,Associate,30.0,71873,IT,27.0,5.0,3
F,2013-05-29,Analyst,22.0,46078,Operations,15.0,3.0,0
F,2013-10-23,Analyst,23.0,47936,Finance,26.0,5.0,0
F,2014-11-20,Analyst,24.0,41653,Marketing,19.0,5.0,2
M,2014-02-18,Analyst,23.0,49265,IT,29.0,3.0,0
M,2014-12-18,Analyst,21.0,43315,Management,29.0,3.0,0
F,2014-07-22,Analyst,22.0,43569,Finance,27.0,2.0,0
F,2013-09-09,Manager,32.0,122535,IT,24.0,4.0,5
M,2014-09-14,Analyst,23.0,45606,Finance,20.0,4.0,1
M,2014-10-16,Analyst,23.0,40300,Marketing,20.0,2.0,1
F,2014-02-04,Analyst,21.0,44956,Web,28.0,2.0,0
M,2013-07-30,Analyst,22.0,40562,Marketing,29.0,2.0,0
M,2014-12-26,Analyst,22.0,45155,Web,25.0,5.0,0
M,2014-06-16,Analyst,23.0,45531,Operations,26.0,4.0,0
F,2013-02-23,Analyst,25.0,44618,Management,28.0,3.0,1
F,2013-11-07,Analyst,24.0,46823,Finance,27.0,3.0,1
M,2013-09-05,Analyst,25.0,48268,Finance,23.0,4.0,2
M,2015-01-05,Analyst,22.0,43807,IT,24.0,4.0,0
F,2014-08-05,Analyst,23.0,47160,Web,20.0,4.0,1
F,2014-02-28,Analyst,22.0,42519,IT,16.0,2.0,0
F,2013-12-30,Analyst,21.0,47297,Management,21.0,5.0,0
M,2013-08-10,Senior Manager,37.0,153246,Marketing,18.0,5.0,11
M,2014-07-17,Analyst,21.0,45122,Finance,16.0,2.0,0
F,2013-07-22,Analyst,25.0,46152,Operations,19.0,3.0,2
M,2012-01-31,Associate,28.0,90802,Finance,17.0,2.0,3
F,2013-12-25,Analyst,22.0,47788,Operations,15.0,3.0,0
M,2014-05-13,Analyst,22.0,46218,Management,28.0,2.0,0
F,2014-04-03,Analyst,21.0,40398,Operations,19.0,3.0,0
M,2013-01-09,Analyst,24.0,40267,IT,17.0,4.0,0
M,2013-07-12,Analyst,25.0,46965,Management,30.0,3.0,2
F,2013-05-02,Analyst,22.0,41071,Management,28.0,5.0,0
M,2015-01-17,Analyst,25.0,40261,IT,24.0,2.0,3
F,2014-03-01,Analyst,21.0,42148,Management,29.0,2.0,0
M,2014-03-30,Analyst,22.0,43671,Management,18.0,5.0,0
M,2013-06-19,Analyst,22.0,42469,Management,19.0,3.0,0
M,2014-06-30,Analyst,23.0,47979,Finance,16.0,5.0,0
F,2014-03-03,Analyst,21.0,46370,Operations,23.0,2.0,0
M,2014-05-21,Analyst,25.0,44273,Web,29.0,5.0,2
F,2013-11-02,Manager,32.0,129647,Marketing,16.0,5.0,8
M,2014-05-28,Analyst,22.0,41316,Finance,15.0,2.0,0
F,2015-01-29,Analyst,22.0,43159,Web,25.0,5.0,0
F,2013-10-14,Senior Analyst,26.0,56300,IT,15.0,2.0,3
F,2014-11-14,Analyst,24.0,40236,IT,26.0,5.0,2
M,2015-01-10,Analyst,23.0,44730,Finance,19.0,3.0,1
M,2012-05-19,Associate,32.0,78311,Marketing,30.0,3.0,7
M,2013-08-10,Analyst,22.0,45875,Web,18.0,2.0,0
M,2014-08-06,Senior Analyst,27.0,65600,IT,24.0,4.0,3
M,2013-09-08,Analyst,21.0,46851,Operations,16.0,4.0,0
M,2015-01-03,Manager,34.0,114337,Finance,27.0,4.0,9
F,2013-01-06,Analyst,22.0,45527,Marketing,30.0,5.0,0
F,2011-08-03,Associate,31.0,83091,Web,28.0,3.0,2
F,2014-06-09,Analyst,21.0,40244,IT,22.0,3.0,0
F,2014-03-22,Analyst,24.0,49315,Operations,25.0,5.0,1
M,2014-04-14,Analyst,25.0,45461,Marketing,25.0,2.0,2
F,2012-12-04,Senior Analyst,25.0,59425,Finance,21.0,2.0,0
F,2014-01-09,Analyst,21.0,41966,IT,27.0,3.0,0
M,2014-10-18,Analyst,25.0,43938,Web,25.0,2.0,3
F,2014-11-24,Analyst,21.0,41759,Management,28.0,2.0,0
M,2013-04-25,Senior Manager,36.0,171056,IT,22.0,3.0,10
M,2014-03-16,Analyst,25.0,40214,Finance,29.0,2.0,2
F,2014-06-28,Analyst,25.0,43148,Operations,27.0,2.0,2
M,2014-03-12,Analyst,21.0,48074,Web,15.0,2.0,0
F,2013-09-15,Analyst,23.0,45561,Web,16.0,4.0,0
F,2013-01-16,Analyst,23.0,42987,Marketing,29.0,4.0,0
F,2014-02-18,Analyst,24.0,44125,Web,27.0,2.0,1
M,2014-01-11,Analyst,23.0,45790,Management,27.0,2.0,0
F,2014-09-16,Analyst,23.0,47807,Management,26.0,2.0,1
F,2013-06-17,Analyst,24.0,44763,Web,18.0,2.0,0
M,2014-08-12,Analyst,24.0,41516,Operations,28.0,2.0,2
M,2014-02-15,Analyst,25.0,49764,Operations,28.0,4.0,2
F,2014-11-20,Analyst,23.0,48892,Marketing,16.0,3.0,1
F,2013-09-13,Analyst,23.0,49248,Operations,26.0,3.0,0
M,2013-10-15,Analyst,25.0,45818,Marketing,21.0,2.0,2
M,2013-02-03,Analyst,24.0,45675,Finance,25.0,2.0,0
M,2014-10-16,Analyst,23.0,45744,IT,23.0,2.0,1
M,2014-05-30,Analyst,25.0,43418,Management,20.0,5.0,2
F,2013-09-16,Analyst,21.0,43601,IT,26.0,2.0,0
F,2013-07-18,Senior Analyst,26.0,66908,IT,17.0,4.0,1
F,2013-05-30,Analyst,23.0,47667,Marketing,28.0,4.0,0
M,2014-01-22,Analyst,24.0,48689,IT,29.0,2.0,1
M,2013-01-17,Analyst,22.0,45633,Management,26.0,5.0,0
F,2014-02-07,Analyst,25.0,48287,Management,15.0,3.0,2
M,2014-09-08,Analyst,25.0,49459,Marketing,30.0,3.0,3
F,2013-12-28,Analyst,24.0,48222,Operations,15.0,5.0,1
M,2014-12-30,Analyst,25.0,47590,IT,16.0,4.0,3
M,2014-11-13,Analyst,25.0,41166,Finance,21.0,2.0,3
M,2013-03-26,Analyst,25.0,42064,Operations,19.0,3.0,1
M,2014-08-10,Analyst,24.0,44557,Management,15.0,2.0,2
F,2013-07-05,Associate,28.0,87171,Finance,29.0,3.0,2
F,2014-11-08,Analyst,22.0,41053,Marketing,26.0,3.0,0
M,2013-09-04,Analyst,23.0,41320,Finance,22.0,5.0,0
F,2014-06-30,Analyst,24.0,49662,Finance,15.0,2.0,1
M,2015-01-17,Analyst,21.0,42476,Management,23.0,2.0,0
M,2014-08-27,Senior Analyst,27.0,51380,Finance,20.0,5.0,5
M,2013-11-18,Analyst,24.0,47714,Marketing,22.0,2.0,1
M,2014-02-10,Analyst,24.0,44406,Operations,23.0,4.0,1
F,2014-12-27,Analyst,25.0,42214,Finance,18.0,5.0,3
M,2014-12-21,Analyst,21.0,46813,Marketing,18.0,3.0,0
F,2014-11-09,Analyst,23.0,48406,Operations,27.0,2.0,1
F,2013-09-03,Analyst,22.0,41265,Web,29.0,4.0,0
F,2013-08-02,Analyst,21.0,43539,Web,25.0,2.0,0
M,2013-06-06,Analyst,24.0,43875,Finance,23.0,4.0,0
M,2013-08-31,Analyst,23.0,44814,Marketing,28.0,4.0,0
F,2013-08-25,Analyst,24.0,40961,Management,22.0,5.0,1
M,2014-11-04,Associate,31.0,91165,Management,28.0,5.0,9
M,2013-08-20,Analyst,24.0,48354,Management,29.0,5.0,1
M,2012-10-16,Associate,31.0,82514,Finance,28.0,2.0,5
M,2014-04-21,Analyst,24.0,42303,Management,16.0,4.0,1
M,2014-05-23,Analyst,21.0,40424,IT,29.0,4.0,0
F,2014-02-09,Analyst,23.0,47591,Marketing,29.0,3.0,0
M,2014-12-20,Analyst,23.0,42490,IT,24.0,4.0,1
M,2011-01-31,Manager,35.0,135858,Management,28.0,5.0,8
F,2014-01-14,Analyst,23.0,43783,Web,27.0,3.0,0
M,2013-01-13,Analyst,25.0,46386,IT,22.0,3.0,1
M,2014-11-21,Analyst,24.0,41781,Web,23.0,5.0,2
F,2013-04-08,Senior Analyst,27.0,64636,Web,26.0,3.0,1
M,2013-01-23,Analyst,24.0,41069,Operations,26.0,4.0,0
M,2014-07-30,Analyst,22.0,45481,Management,24.0,3.0,0
M,2014-09-08,Analyst,21.0,42473,Operations,30.0,5.0,0
M,2012-07-09,Senior Analyst,28.0,55949,Finance,20.0,2.0,0
F,2013-10-09,Analyst,25.0,47237,Management,23.0,2.0,2
M,2014-01-05,Analyst,22.0,49213,Marketing,28.0,5.0,0
M,2013-05-09,Analyst,23.0,45289,Management,20.0,4.0,0
M,2015-01-04,Analyst,24.0,47142,Management,18.0,4.0,2
M,2013-01-26,Analyst,25.0,41777,Operations,30.0,3.0,1
M,2014-03-29,Analyst,22.0,44478,Web,19.0,4.0,0
F,2013-08-01,Analyst,25.0,45128,IT,18.0,3.0,2
F,2013-10-15,Analyst,22.0,48959,Marketing,29.0,2.0,0
F,2014-07-16,Senior Analyst,25.0,52009,Marketing,16.0,4.0,3
M,2013-12-27,Analyst,25.0,46697,IT,21.0,5.0,2
F,2013-06-16,Analyst,25.0,43009,Operations,19.0,2.0,1
M,2014-04-21,Analyst,24.0,49928,Operations,28.0,5.0,1
M,2014-03-19,Associate,29.0,93342,Management,18.0,4.0,3
M,2014-08-25,Analyst,22.0,42886,Operations,25.0,5.0,0
M,2013-05-18,Analyst,23.0,46693,IT,20.0,3.0,0
F,2013-01-22,Analyst,21.0,43677,Marketing,16.0,3.0,0
M,2012-02-06,Senior Analyst,26.0,52792,Marketing,27.0,3.0,0
F,2013-04-15,Analyst,25.0,49300,Marketing,17.0,3.0,1
M,2015-01-14,Analyst,22.0,45538,IT,23.0,3.0,0
F,2013-09-26,Analyst,22.0,45538,Finance,20.0,4.0,0
M,2014-03-03,Associate,32.0,88539,Management,26.0,5.0,8
F,2014-10-02,Analyst,25.0,46847,Finance,15.0,2.0,3
F,2014-09-30,Analyst,24.0,47248,Marketing,28.0,3.0,2
M,2014-05-25,Analyst,22.0,43511,IT,29.0,3.0,0
M,2014-04-22,Associate,28.0,98506,Operations,20.0,3.0,2
F,2013-03-17,Analyst,23.0,46990,Finance,19.0,2.0,0
M,2013-09-13,Senior Analyst,28.0,69432,Finance,19.0,4.0,4
M,2014-03-20,Analyst,23.0,47469,Operations,18.0,4.0,0
M,2012-09-06,Senior Analyst,27.0,69231,Marketing,16.0,2.0,0
M,2014-01-08,Analyst,24.0,49689,Marketing,27.0,5.0,1
F,2014-10-08,Analyst,25.0,47786,Finance,15.0,4.0,3
F,2014-08-14,Analyst,24.0,46116,Management,28.0,2.0,2
M,2013-12-29,Analyst,23.0,42481,IT,30.0,2.0,0
F,2014-12-04,Analyst,25.0,48484,Management,29.0,2.0,3
F,2013-06-15,Analyst,23.0,47216,IT,26.0,3.0,0
M,2013-11-01,Associate,32.0,86819,Finance,15.0,3.0,7
M,2014-01-14,Senior Analyst,25.0,55885,Marketing,30.0,4.0,0
F,2015-01-18,Senior Manager,39.0,177412,Web,17.0,2.0,14
F,2014-12-13,Senior Analyst,26.0,69716,Marketing,20.0,2.0,4
F,2015-01-28,Analyst,22.0,49831,Web,21.0,5.0,0
M,2014-10-10,Analyst,24.0,48410,Marketing,24.0,3.0,2
M,2014-09-01,Analyst,21.0,47201,Management,26.0,4.0,0
M,2013-06-10,Analyst,22.0,42384,IT,29.0,5.0,0
M,2013-07-11,Analyst,21.0,44657,Web,18.0,2.0,0
M,2013-01-24,Analyst,21.0,46142,Marketing,28.0,4.0,0
M,2012-11-06,Associate,29.0,92590,Operations,26.0,4.0,3
F,2013-07-28,Analyst,23.0,45755,Marketing,20.0,4.0,0
M,2014-11-29,Analyst,22.0,44469,IT,28.0,5.0,0
F,2013-12-03,Analyst,22.0,44744,Web,27.0,5.0,0
F,2012-12-17,Senior Analyst,28.0,62659,IT,29.0,2.0,2
M,2014-08-11,Analyst,23.0,48317,IT,25.0,2.0,1
F,2013-04-29,Analyst,22.0,49444,Finance,22.0,5.0,0
F,2012-08-24,Senior Analyst,28.0,61787,Marketing,22.0,5.0,0
M,2014-08-31,Analyst,22.0,45179,Management,22.0,5.0,0
M,2015-01-20,Analyst,25.0,44428,Management,28.0,5.0,3
F,2014-06-27,Analyst,22.0,42819,Finance,25.0,5.0,0
M,2013-01-31,Senior Analyst,26.0,65110,IT,25.0,5.0,0
M,2011-12-15,Associate,28.0,93996,Operations,21.0,2.0,1
F,2013-12-19,Analyst,24.0,40406,IT,24.0,4.0,1
F,2013-09-19,Analyst,22.0,43923,Management,22.0,5.0,0
F,2013-09-17,Analyst,24.0,43121,Management,18.0,4.0,1
M,2013-05-14,Analyst,22.0,48246,Marketing,22.0,5.0,0
M,2013-09-21,Analyst,21.0,47668,Operations,29.0,2.0,0
M,2014-10-24,Senior Analyst,25.0,51747,Marketing,24.0,4.0,0
M,2011-09-24,Associate,28.0,86702,Operations,16.0,5.0,1
F,2014-01-05,Analyst,21.0,42132,Finance,24.0,2.0,0
F,2014-05-23,Senior Analyst,28.0,51640,Management,28.0,2.0,5
F,2013-07-06,Analyst,23.0,47755,Web,15.0,3.0,0
F,2014-05-09,Analyst,22.0,49660,Marketing,24.0,4.0,0
F,2015-01-09,Analyst,21.0,49826,Operations,17.0,3.0,0
F,2013-12-06,Analyst,21.0,46839,Marketing,17.0,3.0,0
F,2013-09-17,Analyst,21.0,48203,Web,24.0,2.0,0
F,2014-08-26,Analyst,23.0,48869,IT,21.0,4.0,1
F,2012-10-10,Senior Manager,36.0,181470,Finance,18.0,2.0,8
F,2013-06-08,Senior Analyst,26.0,69590,IT,22.0,3.0,0
F,2014-04-05,Analyst,22.0,45513,Operations,25.0,3.0,0
F,2013-11-24,Analyst,21.0,47769,Finance,21.0,5.0,0
M,2014-07-28,Analyst,25.0,48171,Management,18.0,2.0,3
M,2013-03-12,Analyst,23.0,45551,Management,17.0,2.0,0
M,2014-02-14,Analyst,22.0,49206,Marketing,24.0,2.0,0
F,2012-07-15,Associate,28.0,75658,Operations,27.0,4.0,4
F,2013-09-17,Analyst,21.0,40832,Management,17.0,5.0,0
F,2014-02-03,Analyst,23.0,47376,Web,25.0,3.0,0
M,2013-01-11,Analyst,23.0,44220,Web,25.0,4.0,0
F,2013-11-13,Senior Analyst,25.0,59246,Marketing,28.0,4.0,1
F,2013-09-24,Analyst,25.0,49559,Management,22.0,5.0,2
F,2013-10-10,Analyst,22.0,44806,Finance,27.0,4.0,0
F,2014-12-07,Analyst,22.0,49497,Web,19.0,4.0,0
M,2014-07-12,Analyst,23.0,40935,IT,19.0,5.0,1
M,2014-01-15,Analyst,23.0,48309,Operations,20.0,5.0,0
M,2013-11-07,Analyst,22.0,49108,Web,21.0,2.0,0
F,2014-09-02,Manager,35.0,143333,Operations,21.0,3.0,9
M,2014-12-24,Senior Analyst,26.0,52198,Web,25.0,5.0,4
M,2013-02-18,Analyst,25.0,41928,Marketing,27.0,3.0,1
F,2010-10-10,Senior Manager,35.0,167378,Operations,26.0,5.0,9
M,2014-08-25,Analyst,24.0,48164,Management,16.0,4.0,2
F,2014-02-11,Analyst,24.0,45450,Marketing,16.0,5.0,1
M,2011-09-12,Associate,32.0,78789,Marketing,28.0,2.0,4
F,2013-09-08,Analyst,22.0,44305,Finance,23.0,4.0,0
M,2013-09-03,Analyst,22.0,45148,Web,15.0,3.0,0
M,2014-06-09,Analyst,25.0,48915,Operations,17.0,2.0,2
M,2014-01-23,Analyst,21.0,45223,Marketing,30.0,3.0,0
M,2015-01-12,Analyst,25.0,45485,Web,18.0,5.0,3
F,2013-08-07,Manager,32.0,130749,Operations,28.0,5.0,7
M,2014-04-12,Senior Analyst,25.0,68290,Marketing,15.0,5.0,0
F,2014-08-11,Analyst,23.0,41421,IT,22.0,5.0,1
M,2013-07-10,Analyst,23.0,41904,Management,26.0,2.0,0
F,2014-03-23,Analyst,23.0,49449,Web,20.0,4.0,0
M,2014-06-10,Analyst,25.0,43794,IT,15.0,5.0,2
F,2014-10-26,Analyst,22.0,42102,Management,16.0,3.0,0
M,2014-09-28,Senior Analyst,28.0,54514,Management,16.0,3.0,3
M,2013-11-01,Analyst,24.0,43415,Marketing,19.0,4.0,1
M,2013-02-05,Analyst,25.0,43528,Marketing,15.0,4.0,1
M,2014-04-04,Analyst,22.0,47667,Operations,16.0,3.0,0
M,2014-11-04,Director,40.0,319742,IT,20.0,4.0,15
M,2013-10-12,Analyst,25.0,47477,Finance,16.0,4.0,2
F,2013-11-24,Analyst,24.0,44620,IT,24.0,4.0,1
F,2012-09-28,Senior Analyst,28.0,69772,Web,19.0,3.0,4
M,2014-04-08,Analyst,23.0,41455,Operations,16.0,4.0,0
M,2013-06-08,Analyst,24.0,48581,Operations,21.0,2.0,0
F,2014-10-18,Analyst,23.0,43959,Web,19.0,4.0,1
M,2014-11-25,Analyst,24.0,41287,Management,22.0,3.0,2
F,2014-08-04,Analyst,21.0,48546,IT,21.0,3.0,0
F,2015-01-08,Analyst,25.0,49773,IT,27.0,2.0,3
F,2014-11-23,Analyst,23.0,48772,Management,26.0,2.0,1
F,2013-07-13,Analyst,24.0,41104,Web,18.0,3.0,1
F,2014-04-16,Analyst,25.0,40553,Marketing,19.0,5.0,2
F,2014-06-07,Analyst,23.0,48272,Web,16.0,3.0,0
M,2013-08-03,Analyst,25.0,43438,Web,20.0,5.0,2
M,2013-07-14,Analyst,24.0,48181,Finance,22.0,4.0,1
M,2014-06-13,Analyst,21.0,45331,Finance,27.0,2.0,0
M,2014-03-04,Analyst,21.0,42458,Finance,27.0,3.0,0
F,2014-05-02,Senior Analyst,26.0,65875,IT,30.0,2.0,0
F,2014-07-11,Analyst,24.0,44108,Operations,27.0,3.0,2
F,2014-03-06,Analyst,23.0,46164,Finance,30.0,5.0,0
F,2013-06-23,Analyst,23.0,42493,IT,19.0,2.0,0
M,2013-07-05,Analyst,22.0,46883,Operations,25.0,5.0,0
M,2013-06-13,Analyst,23.0,48587,Management,17.0,4.0,0
F,2013-03-21,Analyst,24.0,40950,Management,23.0,5.0,0
F,2013-07-07,Senior Manager,36.0,190618,Operations,26.0,5.0,10
F,2014-05-01,Analyst,25.0,48784,Finance,29.0,3.0,2
F,2013-11-08,Analyst,24.0,44002,Finance,18.0,3.0,1
F,2013-03-23,Analyst,24.0,43597,Operations,19.0,2.0,0
F,2014-08-26,Senior Analyst,28.0,64432,Web,25.0,2.0,5
F,2014-05-21,Senior Analyst,25.0,50759,Marketing,16.0,2.0,1
M,2014-06-05,Senior Analyst,27.0,69301,Web,19.0,3.0,4
F,2014-11-04,Analyst,23.0,46217,Management,19.0,4.0,1
M,2013-06-28,Analyst,21.0,47261,Finance,21.0,5.0,0
M,2013-09-28,Analyst,22.0,48818,IT,17.0,2.0,0
M,2013-10-15,Analyst,22.0,48618,Web,16.0,2.0,0
F,2014-03-14,Associate,31.0,91316,Marketing,24.0,2.0,6
M,2011-03-25,Senior Manager,38.0,154106,Management,16.0,2.0,12
M,2013-04-19,Senior Manager,37.0,189307,Finance,18.0,3.0,12
M,2014-04-14,Analyst,22.0,44524,IT,21.0,5.0,0
F,2014-04-18,Analyst,25.0,40361,Web,24.0,3.0,2
M,2014-12-26,Analyst,22.0,44856,IT,26.0,4.0,0
M,2012-10-14,Manager,32.0,140762,Operations,29.0,2.0,6
F,2014-10-23,Analyst,25.0,47174,Management,19.0,3.0,3
F,2014-04-19,Analyst,24.0,48441,IT,23.0,3.0,1
F,2014-09-08,Analyst,21.0,45425,Operations,29.0,2.0,0
M,2014-10-18,Analyst,23.0,41404,Finance,25.0,2.0,1
M,2013-02-10,Analyst,21.0,41743,Web,21.0,5.0,0
F,2013-11-30,Analyst,24.0,43150,Marketing,15.0,4.0,1
F,2013-11-17,Analyst,22.0,40014,IT,16.0,3.0,0
M,2013-05-25,Senior Analyst,26.0,59121,Web,18.0,5.0,1
M,2013-02-05,Analyst,22.0,49418,Marketing,26.0,4.0,0
M,2013-10-07,Analyst,25.0,41357,Operations,21.0,3.0,2
F,2014-02-01,Analyst,21.0,45856,Operations,18.0,4.0,0
F,2014-07-01,Analyst,21.0,45316,IT,27.0,2.0,0
M,2014-10-09,Analyst,21.0,40332,IT,24.0,3.0,0
F,2014-12-04,Analyst,22.0,41673,Operations,15.0,4.0,0
M,2014-02-06,Analyst,25.0,45188,Management,29.0,3.0,2
M,2013-10-20,Analyst,23.0,47847,Marketing,15.0,3.0,0
M,2013-09-13,Analyst,21.0,48427,Marketing,20.0,4.0,0
M,2013-10-14,Analyst,21.0,44774,Operations,29.0,2.0,0
F,2014-09-15,Analyst,22.0,42997,Web,24.0,2.0,0
F,2014-06-02,Analyst,21.0,48242,Operations,16.0,3.0,0
M,2013-06-22,Analyst,22.0,43356,Operations,25.0,4.0,0
F,2014-02-08,Analyst,22.0,46543,Web,25.0,2.0,0
F,2013-06-21,Analyst,24.0,41610,Web,17.0,4.0,0
F,2014-08-11,Analyst,22.0,41430,Management,24.0,2.0,0
F,2014-07-20,Analyst,24.0,46779,Web,26.0,3.0,2
M,2013-12-26,Analyst,25.0,40786,IT,24.0,5.0,2
F,2014-08-15,Analyst,25.0,49492,Operations,28.0,5.0,3
M,2011-08-21,Associate,30.0,93212,Web,28.0,3.0,2
M,2014-10-21,Analyst,23.0,47691,Web,17.0,4.0,1
M,2013-04-08,Analyst,21.0,48127,Marketing,19.0,3.0,0
F,2014-12-10,Analyst,23.0,42653,IT,18.0,4.0,1
F,2014-11-11,Analyst,21.0,49237,Web,22.0,3.0,0
F,2013-01-18,Analyst,24.0,49070,Operations,23.0,3.0,0
M,2014-04-26,Analyst,25.0,47843,Operations,27.0,5.0,2
F,2011-10-24,Senior Manager,39.0,197246,Management,22.0,5.0,10
F,2013-06-04,Analyst,25.0,45986,Management,29.0,4.0,1
F,2013-01-29,Analyst,24.0,41500,Management,19.0,2.0,0
F,2013-04-06,Senior Analyst,25.0,60778,IT,29.0,5.0,0
M,2014-12-17,Analyst,21.0,41124,Operations,17.0,3.0,0
M,2013-11-16,Analyst,23.0,40669,Marketing,26.0,3.0,0
M,2013-04-13,Analyst,24.0,45278,Finance,23.0,3.0,0
M,2014-01-15,Analyst,25.0,45865,Management,23.0,4.0,2
M,2014-03-21,Analyst,24.0,42662,Management,24.0,3.0,1
M,2012-04-07,Senior Analyst,28.0,67796,IT,21.0,5.0,2
F,2013-05-08,Analyst,21.0,43669,Operations,29.0,5.0,0
M,2014-12-18,Analyst,21.0,48626,Marketing,27.0,2.0,0
